worker_id,skill,experience_years,latitude,longitude,availability,expected_wage,rating,has_transport,gender,age,reliability_score
W00291,farming_thinning,3,28.57594324887624,77.51289675344385,afternoon,548,2.5,True,M,30,0.93
W00292,soil_preparation,21,28.744197548603825,77.3536850157085,evening,453,2.6,True,M,59,0.78
W00293,farming_weeding,2,29.018977970380153,77.53835617721742,evening,550,2.6,False,M,28,0.97
W00294,plumbing,26,28.838330847130706,77.20512639121326,full_day,1173,2.9,True,M,35,0.71
W00295,farming_weeding,1,28.728006577777688,77.32597716449041,evening,1321,3.5,False,M,23,0.71
W00296,farming_weeding,13,28.313357806666588,77.59365251622496,afternoon,1413,4.5,False,F,48,0.82
W00297,electrical,11,29.026577016598367,77.21139325554374,full_day,853,2.9,False,M,19,0.96
W00298,cleaning,8,28.17249123027812,77.70053132343057,evening,1496,5.0,True,M,33,0.86
W00299,farming_harvesting,17,28.930185161608737,77.62625948257045,morning,749,3.9,False,F,29,0.67
W00300,painting,10,28.92011022535939,77.40662656359959,morning,1020,4.9,True,M,49,0.82
W00301,farming_weeding,15,28.1518637412001,76.76516797680128,afternoon,340,3.8,True,F,57,0.68
W00302,farming_weeding,10,28.830837632690816,77.62778078730722,evening,421,2.6,True,M,51,0.94
W00303,farming_pruning,11,28.818438009628082,77.37113955279884,morning,989,3.3,True,M,45,0.92
W00304,electrical,20,28.431183393250425,77.41618292123633,evening,757,4.2,True,F,37,0.89
W00305,farming_harvesting,4,28.291608288496963,76.71079790667287,full_day,1462,2.6,False,M,58,0.83
W00306,electrical,4,28.445068426166053,76.7868066384643,evening,954,2.9,True,F,46,0.6
W00307,farming_thinning,7,28.807076076321266,77.05948116189732,morning,302,2.6,False,F,28,0.95
W00308,electrical,28,28.49261257477426,77.25502396767845,morning,1281,4.5,True,M,46,0.63
W00309,farming_seeds,9,28.133977998330572,76.97012770998226,morning,451,3.4,False,M,22,0.82
W00310,farming_pruning,10,28.707930544052097,77.3226447257789,full_day,363,3.6,True,F,28,0.62
W00311,soil_preparation,6,29.088298420676473,77.11827986575065,evening,876,3.2,True,M,43,0.83
W00312,electrical,4,28.168404851705052,76.71281557216948,morning,903,4.6,False,M,24,0.61
W00313,farming_weeding,20,28.405711466046107,76.79093609471299,morning,931,4.5,False,F,60,0.71
W00314,masonry,17,28.501427117020498,77.08002052484075,full_day,1056,3.0,True,F,46,0.79
W00315,farming_thinning,26,28.38246199327295,76.7706393696601,morning,475,4.2,False,M,53,0.62
W00316,plumbing,26,28.636482273324074,77.67462770408031,full_day,1472,4.7,False,F,23,0.76
W00317,welding,1,28.616001470315606,77.60945506147159,afternoon,546,4.9,False,M,28,0.99
W00318,cleaning,6,28.24008599863854,77.13237489931561,full_day,713,5.0,True,F,38,0.96
W00319,cleaning,2,28.20092744087651,77.2653642039698,evening,865,3.8,True,F,25,0.77
W00320,farming_weeding,18,28.701834133281388,77.46737738785768,morning,516,3.9,True,F,52,0.95
W00321,plumbing,8,28.496943472877053,77.19458479228634,full_day,376,2.9,False,M,57,0.84
W00322,welding,12,28.152682532481798,77.59857421391426,evening,786,2.6,False,F,41,0.61
W00323,cleaning,9,28.42484929784795,77.55184656861141,morning,766,2.8,False,F,35,0.89
W00324,painting,20,28.203186850302934,77.15071659805918,full_day,1292,4.4,False,M,50,0.92
W00325,farming_pruning,9,28.82346939836439,77.11238514101245,morning,655,3.0,True,M,33,0.61
W00326,farming_seeds,29,28.474275081782295,76.9081097723989,evening,1250,3.8,True,M,33,0.75
W00327,painting,14,28.291483694163862,77.57948077191847,evening,1005,2.9,False,M,36,0.61
W00328,farming_seeds,5,28.967721326585547,77.48883013514369,afternoon,753,4.1,True,F,59,0.76
W00329,farming_seeds,27,28.894203664260644,77.47657272841185,morning,1270,4.8,True,M,32,0.7
W00330,cleaning,30,28.419359698384557,77.67602444336838,evening,1167,4.7,False,F,34,0.69
W00331,farming_harvesting,21,28.634537898328237,77.33260609618688,morning,315,3.8,False,F,37,0.87
W00332,electrical,2,28.450183653887816,76.98548324996676,evening,867,3.2,False,M,27,0.81
W00333,farming_thinning,28,28.17067467439644,77.56631536002729,full_day,954,4.2,True,F,36,0.7
W00334,plumbing,12,28.50217492100546,76.74431900482642,afternoon,1002,4.3,True,F,60,0.74
W00335,farming_harvesting,27,28.283886664061537,77.36661468467486,afternoon,901,2.7,True,F,53,0.91
W00336,farming_weeding,30,28.793612369289928,77.04463246320512,morning,755,3.4,False,F,39,0.75
W00337,painting,9,28.57766062818776,76.82678147124155,morning,1495,4.0,True,F,30,0.8
W00338,masonry,12,28.643738504629997,77.12210725401388,afternoon,581,5.0,False,F,54,0.96
W00339,electrical,4,28.43028345764871,77.42466845611004,morning,1298,3.3,True,F,58,0.62
W00340,electrical,8,28.32328236833508,77.48254227132057,afternoon,1302,4.5,True,M,57,0.77
W00341,plumbing,12,28.54292544860041,77.18640027594057,morning,377,3.8,False,M,38,0.9
W00342,carpentry,6,28.131816125630948,76.71312383397435,afternoon,763,4.2,False,F,26,0.64
W00343,carpentry,18,28.420015092091415,76.77428702247026,morning,910,4.9,False,F,45,0.96
W00344,farming_weeding,10,29.110038914684832,77.19917868458667,afternoon,637,4.9,False,M,32,0.69
W00345,farming_weeding,6,28.84797661931152,77.29869283479924,afternoon,552,3.4,True,F,58,0.7
W00346,carpentry,19,28.162486961581738,77.70368023365707,morning,340,2.6,True,F,46,0.75
W00347,carpentry,8,28.588296338327737,76.86212709812445,morning,916,3.6,True,F,57,0.84
W00348,farming_weeding,13,28.94455272047089,76.8139142369001,morning,878,2.8,True,F,30,0.84
W00349,cleaning,8,28.945398820507126,77.6821197223192,evening,1139,3.2,True,F,31,0.88
W00350,electrical,10,28.348405265971557,76.72174940126861,morning,526,4.6,False,M,23,0.91
W00351,farming_pruning,23,28.837476248446784,77.61377938395658,afternoon,1235,5.0,False,F,47,0.62
W00352,farming_weeding,27,28.153344519968694,76.99956717723768,evening,1172,4.3,True,M,18,0.94
W00353,masonry,20,28.284412276356377,77.06652740423775,full_day,849,4.7,True,F,39,0.67
W00354,plumbing,12,29.076209930149755,76.9808330907502,full_day,1279,4.5,True,M,26,0.88
W00355,farming_seeds,30,28.958249847431446,76.81271310573837,full_day,1465,4.2,True,F,40,0.84
W00356,masonry,28,28.952436476547113,77.68244458022538,afternoon,1289,4.8,True,F,46,0.62
W00357,farming_harvesting,20,28.42813794487387,77.41356817648062,afternoon,992,3.8,True,F,60,0.89
W00358,electrical,11,28.777610643919527,77.35040445280728,afternoon,1443,4.7,True,M,59,0.97
W00359,carpentry,27,28.583188936643833,77.2048349307583,afternoon,453,4.4,False,M,39,0.99
W00360,farming_seeds,16,28.3366065231688,77.35231731482325,full_day,781,2.7,False,F,23,0.94
W00361,electrical,10,28.232606852053635,77.2063733480665,morning,510,3.5,True,M,23,0.92
W00362,painting,20,28.41849795810365,77.21733774031946,afternoon,1234,4.9,False,M,32,0.94
W00363,soil_preparation,17,28.88131639986454,77.30895115155826,evening,1226,2.8,True,M,39,0.74
W00364,masonry,30,28.913812715643523,77.25669058169414,evening,517,2.6,True,F,26,0.93
W00365,welding,23,28.523110757218017,76.96328931125143,afternoon,684,2.8,False,M,47,0.93
W00366,farming_thinning,22,28.451833548597737,77.46614934181028,morning,552,4.4,False,F,60,0.84
W00367,carpentry,4,29.077754756197546,76.71333762766693,morning,1433,4.8,False,M,55,0.67
W00368,farming_weeding,3,28.501305579220666,77.30954602180542,evening,1332,4.7,False,M,35,0.76
W00369,soil_preparation,9,28.566745706081367,76.8423718310161,full_day,1349,3.2,False,M,30,0.68
W00370,welding,9,28.800511297319037,77.63019176441709,afternoon,664,3.8,False,M,40,0.82
W00371,painting,18,29.05657365088431,77.41912363148838,evening,1165,4.5,True,M,42,0.66
W00372,masonry,1,28.313802417264718,77.45918501867006,afternoon,886,4.2,True,M,36,0.68
W00373,carpentry,1,28.472582437345583,77.16159450452388,afternoon,1449,3.5,False,M,42,0.76
W00374,cleaning,21,28.426553980894635,77.26112459753307,morning,814,3.0,False,M,58,0.88
W00375,masonry,11,28.86900770520855,77.25561513670124,afternoon,696,3.2,True,M,29,0.98
W00376,welding,16,28.233253811272967,76.74963423297189,evening,1439,3.2,True,F,18,0.73
W00377,welding,29,28.268705697798286,76.86270338356964,evening,404,4.4,False,F,54,0.82
W00378,farming_pruning,25,28.821581561394478,77.23439506718488,afternoon,1366,2.7,True,F,52,0.81
W00379,farming_pruning,11,28.335098081101453,76.9223538101862,evening,978,3.4,True,F,53,0.93
W00380,masonry,0,28.228621951402268,77.05500729082277,afternoon,799,4.9,False,F,25,0.75
W00381,carpentry,23,28.3967289942794,77.62033592662863,evening,1353,4.5,False,F,20,0.72
W00382,masonry,6,28.434212757148554,76.7913454480485,morning,642,4.9,True,M,31,0.87
W00383,cleaning,6,28.978850855712633,77.13320945194114,morning,721,3.8,False,M,27,0.61
W00384,welding,10,28.15178631474615,76.78224802915952,afternoon,815,3.9,True,F,44,0.76
W00385,masonry,12,28.546925034639273,76.72589096830414,morning,1395,2.5,True,M,22,0.74
W00386,carpentry,3,28.40373659883508,77.39487865904981,morning,876,4.4,False,F,43,0.93
W00387,farming_seeds,15,28.270223474149912,76.92886572546051,full_day,1417,3.2,True,F,59,0.75
W00388,farming_seeds,17,28.98866692762278,76.85037386622456,morning,310,3.9,False,M,37,0.68
W00389,welding,28,28.83983734669575,76.92073694292199,afternoon,629,3.0,False,M,25,0.67
W00390,cleaning,18,28.96615112776748,77.56038772242547,full_day,1425,2.7,True,F,24,0.68
W00391,painting,15,29.0654399063442,77.06613835901183,afternoon,504,3.2,True,M,38,0.79
W00392,soil_preparation,19,28.773322250879374,77.40245812934764,afternoon,1458,3.9,False,F,28,0.6
W00393,farming_thinning,25,28.33542570420652,77.44881621593862,full_day,866,4.6,True,F,48,0.79
W00394,soil_preparation,24,28.419371796445336,77.2606718261602,afternoon,467,4.6,True,M,34,0.89
W00395,masonry,2,28.841325367201865,77.60110518463426,morning,1491,3.9,True,M,53,0.7
W00396,carpentry,15,28.767808139282444,76.85763298360868,full_day,757,4.7,False,M,47,0.8
W00397,farming_pruning,12,28.47776555807417,76.7195916832587,afternoon,639,4.4,True,F,28,0.67
W00398,painting,21,28.986095154188096,76.8551990530485,full_day,1034,2.6,False,M,22,0.71
W00399,farming_thinning,1,28.78248560000937,77.22688522979414,evening,1094,3.7,False,M,20,0.99
W00400,soil_preparation,3,28.817636252847624,77.23037290413356,evening,839,3.9,True,F,59,0.75
W00401,painting,20,29.012126617540936,76.78683747104304,evening,1070,4.9,True,F,40,0.93
W00402,soil_preparation,15,28.9065574534335,77.59617194351712,morning,1327,4.7,False,M,32,0.63
W00403,masonry,8,28.325417104135756,76.89590567580878,evening,542,4.2,False,F,25,0.79
W00404,electrical,15,28.324603951051763,76.87024625986263,full_day,345,3.1,True,M,26,0.85
W00405,farming_seeds,28,28.686169299230464,76.76491200416045,evening,668,3.8,False,M,60,0.93
W00406,farming_pruning,6,28.563103361619458,77.70177582370798,full_day,649,3.0,False,M,55,0.93
W00407,farming_weeding,19,28.773548750057856,76.97352069854529,evening,1228,4.0,True,M,42,0.75
W00408,farming_pruning,0,28.316248549088176,77.56859169201061,full_day,606,4.0,True,F,57,0.84
W00409,cleaning,17,28.61722920813846,76.82651640657477,full_day,566,4.8,True,F,51,0.77
W00410,farming_seeds,22,28.643716518939705,76.93848625637905,full_day,1080,3.4,True,F,26,0.7
W00411,cleaning,7,29.023985356675485,76.79281758096268,full_day,827,3.0,True,M,51,0.6
W00412,masonry,6,28.801666736777776,77.02490171462928,evening,518,2.9,False,F,52,0.77
W00413,soil_preparation,19,28.38946054287999,77.38960570506345,afternoon,1146,3.9,False,M,41,0.82
W00414,electrical,8,29.10240826402495,77.28665115309028,full_day,582,4.6,True,M,46,0.91
W00415,farming_weeding,3,28.328358141538082,77.10956090642573,evening,1427,4.0,True,M,42,0.99
W00416,farming_seeds,25,28.204988584238706,76.85432843583575,full_day,480,2.7,True,F,23,0.84
W00417,welding,12,29.044584991065026,77.10964485828553,evening,417,4.9,True,F,46,0.6
W00418,masonry,29,28.917809909115384,76.9950065117087,morning,1345,3.8,True,M,20,0.74
W00419,masonry,0,29.0895459009457,76.79584281257404,evening,1118,3.4,False,F,55,0.68
W00420,farming_seeds,23,28.817521924434732,77.62817742110913,evening,1445,4.8,False,F,35,0.69
W00421,farming_thinning,14,29.04361384081212,77.28390672174582,evening,658,3.5,True,M,50,0.72
W00422,farming_pruning,25,28.62718668711118,76.96669338664498,evening,1206,4.9,False,M,39,0.98
W00423,electrical,21,28.574620441464514,77.29582651714998,morning,1287,2.8,True,F,58,0.92
W00424,farming_thinning,21,28.81507610119231,77.50916139384904,full_day,1023,3.8,True,F,33,0.71
W00425,plumbing,21,28.86268813193049,77.05099287799023,afternoon,1275,3.3,True,F,29,0.98
W00426,masonry,29,29.02382745898789,77.20799934036368,afternoon,780,4.3,False,M,32,0.68
W00427,farming_thinning,26,28.73249689918181,76.86499556847616,morning,545,4.8,False,M,52,0.98
W00428,electrical,11,28.734567474831767,77.20134037770421,evening,1305,3.0,False,F,32,0.9
W00429,farming_weeding,1,28.63963544382505,77.1321758674854,morning,1329,3.4,True,F,25,0.88
W00430,electrical,10,28.80311054905965,76.72081997861045,afternoon,1077,4.0,False,F,57,0.94
W00431,farming_weeding,17,28.3767490346457,76.97840822952499,evening,1049,3.0,False,M,44,0.88
W00432,soil_preparation,11,28.968226087240822,76.98862953188069,afternoon,1470,2.8,True,M,35,0.92
W00433,carpentry,13,28.97020873874488,76.90506321413699,afternoon,1268,4.5,True,F,49,0.65
W00434,masonry,16,28.647882587758904,77.0247272471885,full_day,914,3.1,True,F,24,0.88
W00435,farming_seeds,6,28.927718069206847,77.18553942435214,morning,1221,4.4,False,F,41,0.82
W00436,cleaning,8,28.458040276460615,77.12076090479819,evening,707,3.9,True,F,40,0.73
W00437,carpentry,15,28.88864436712657,77.15593011708285,morning,1080,4.0,False,M,28,0.86
W00438,soil_preparation,13,28.745173408325837,77.28063757387379,morning,462,2.9,True,F,38,0.86
W00439,welding,8,28.719284973024163,77.10445532518065,full_day,1043,4.4,False,F,28,0.67
W00440,farming_seeds,4,28.841672416432406,77.37102254780865,morning,731,2.9,True,M,22,0.97
W00441,electrical,17,28.167725438219048,77.47993370554606,morning,512,3.2,True,M,59,0.97
W00442,plumbing,9,28.343255955477034,77.44659322825206,full_day,558,2.8,True,M,20,0.87
W00443,soil_preparation,27,28.590054740655376,77.6839815454401,evening,1423,3.6,True,F,58,0.9
W00444,painting,13,28.63735980435451,77.34852824871082,evening,1011,3.7,True,M,46,0.72
W00445,plumbing,8,28.269617539068857,76.71955581867763,afternoon,1004,3.2,True,F,48,0.72
W00446,cleaning,13,28.911864776254614,77.30600375222575,morning,1422,3.4,False,F,43,0.7
W00447,welding,23,28.75989079929086,77.5374268556413,afternoon,838,2.7,True,F,36,0.86
W00448,carpentry,25,28.382722024858772,76.8970006257704,morning,673,2.8,True,F,57,0.78
W00449,welding,19,28.60589601402722,77.02964372315553,afternoon,401,4.9,True,M,24,0.71
W00450,farming_weeding,22,28.55231663544705,76.7172040893496,morning,608,2.5,True,F,44,0.72
W00451,cleaning,15,29.1118634461656,77.17268446720344,morning,976,2.7,True,M,35,0.91
W00452,farming_pruning,17,28.584046776598722,76.90119229292645,evening,1081,4.6,True,M,42,0.91
W00453,electrical,7,28.85151901255351,76.74251029157028,full_day,492,3.8,True,F,42,0.87
W00454,farming_harvesting,29,28.436963188482906,77.3381642541307,morning,1425,3.8,False,F,58,0.72
W00455,soil_preparation,28,28.165987514576745,77.37569478429697,morning,783,4.1,False,M,28,0.92
W00456,painting,3,28.509708300295053,76.95208933324315,morning,1490,4.5,False,M,41,0.91
W00457,farming_thinning,5,28.613819206585003,77.3949446437556,evening,422,2.6,True,M,26,0.8
W00458,soil_preparation,17,28.902461825786876,77.4656975232014,full_day,695,2.6,False,F,26,0.7
W00459,farming_seeds,15,28.82052597892806,77.26802479063507,full_day,688,3.9,False,F,47,0.71
W00460,painting,29,28.974460860891046,76.86934340909777,afternoon,1220,3.2,False,F,47,0.6
W00461,masonry,16,28.49294356966658,76.89453429009716,morning,1045,4.4,True,F,22,0.86
W00462,carpentry,26,28.501390840180736,77.23306976881045,full_day,1429,2.9,False,F,44,0.86
W00463,farming_pruning,3,28.637100539193238,76.77567984309627,afternoon,665,4.7,True,M,49,0.68
W00464,farming_seeds,18,28.755651668127623,77.09759881950856,full_day,1376,4.1,False,M,41,0.69
W00465,welding,2,28.126986109833503,77.63003520936324,full_day,463,3.7,True,F,53,0.9
W00466,plumbing,26,28.482968650858474,77.41743378497884,evening,1383,2.6,True,F,22,0.98
W00467,carpentry,3,28.215125120761783,76.94001800331222,full_day,688,3.0,True,M,53,0.9
W00468,plumbing,23,28.219414181899158,77.34762429988804,evening,1239,4.3,False,M,28,0.92
W00469,carpentry,12,28.618592780505963,77.36653188102079,full_day,1021,4.8,False,F,44,0.91
W00470,plumbing,26,28.83976768361517,77.31741337025704,afternoon,1068,4.4,False,F,46,0.78
W00471,plumbing,0,28.84021327833729,77.69195647117856,morning,1360,2.8,False,M,37,0.99
W00472,farming_thinning,27,28.428804675049346,77.48052307198897,evening,1433,3.8,True,M,20,0.78
W00473,farming_weeding,4,28.378888179259622,77.59862535248813,afternoon,777,3.1,False,M,54,0.76
W00474,farming_thinning,23,28.19110156553075,77.03369205404002,full_day,654,3.7,True,F,20,0.89
W00475,painting,12,28.192377395922854,76.76492270882332,evening,1012,4.7,False,F,25,0.95
W00476,farming_thinning,23,28.766679183160353,77.31130163431655,morning,1083,2.6,True,F,52,0.83
W00477,soil_preparation,16,28.81166865259407,76.86219748260469,full_day,1212,4.4,True,M,45,0.72
W00478,plumbing,4,28.24608904537088,76.79154511263859,morning,1422,3.5,True,F,50,0.77
W00479,welding,4,28.875932919636895,77.18992250197601,afternoon,1299,3.5,True,M,33,0.63
W00480,cleaning,13,28.437311641156214,77.63313808089508,morning,530,4.2,False,F,40,0.68
W00481,soil_preparation,19,28.769309857811084,77.47868129206314,afternoon,1016,4.0,False,M,46,0.62
W00482,farming_thinning,6,28.79925922746227,76.86499121717911,morning,530,4.3,True,M,36,0.61
W00483,welding,25,28.22517799231647,77.15906157063834,morning,979,3.0,True,M,52,0.81
W00484,farming_harvesting,17,28.596926330344694,77.43892358350979,afternoon,337,3.4,True,F,28,0.62
W00485,farming_thinning,25,28.810426688471175,76.98028145138238,full_day,317,2.7,False,F,24,0.61
W00486,masonry,12,28.34506862013782,77.08970120296286,morning,946,3.7,True,M,30,0.8
W00487,electrical,17,29.040249973026434,76.73048845821435,afternoon,1384,3.3,False,F,28,0.61
W00488,masonry,11,28.469278133246533,77.01132621160302,evening,426,4.1,False,M,53,0.98
W00489,farming_thinning,4,28.45568615284842,77.10184659666517,afternoon,479,4.3,True,F,33,0.83
W00490,plumbing,9,29.023635393564174,77.03828473837055,afternoon,723,4.1,True,M,37,0.88
W00491,carpentry,29,28.249152493843916,77.70468580023201,afternoon,1456,4.8,False,M,53,0.81
W00492,welding,3,28.298035215860587,77.54852250987022,afternoon,360,4.4,False,F,37,0.78
W00493,masonry,29,28.852239612437756,76.86095705577067,afternoon,518,2.8,True,F,56,0.83
W00494,farming_thinning,19,28.346082534269335,77.39637788517837,evening,462,4.2,False,M,50,0.94
W00495,electrical,22,28.763468553074894,76.89297647777296,full_day,1306,3.7,True,M,32,0.61
W00496,cleaning,0,29.03933508313491,77.65919804248992,afternoon,715,4.4,True,M,46,0.95
W00497,electrical,22,28.438795626804048,77.16654492944171,afternoon,1175,3.5,True,F,38,0.76
W00498,welding,18,28.70770580139279,77.23423053170289,morning,1366,2.8,False,M,33,0.81
W00499,plumbing,23,28.15315162224249,77.09639785191511,morning,688,3.2,False,F,36,0.78
W00500,plumbing,9,28.727034279243895,76.76354666681553,afternoon,1249,4.6,False,M,50,0.65
W00501,cleaning,18,29.05174245769924,77.4051141418398,afternoon,1105,3.5,False,M,29,0.78
W00502,welding,28,28.315832004709158,77.16368320764735,evening,963,4.2,True,M,23,0.65
W00503,electrical,20,28.476843389157256,77.23281730606615,full_day,1347,4.0,True,F,53,0.75
W00504,cleaning,5,29.026152778822134,77.27449157851417,afternoon,632,4.7,True,M,44,0.72
W00505,welding,24,29.074866113554375,76.99778053744475,afternoon,540,4.7,True,M,57,0.91
W00506,farming_seeds,14,28.6115276074008,77.20764224004374,morning,1310,3.1,False,F,44,0.78
W00507,painting,19,28.120473023235153,77.59116786494361,evening,1441,4.6,True,M,29,0.66
W00508,masonry,11,28.150621051822412,77.5628292872342,evening,978,4.8,True,M,44,1.0
W00509,farming_weeding,21,28.398280544804706,77.3699246111774,afternoon,1232,4.4,False,M,23,0.91
W00510,soil_preparation,11,29.011429776237453,77.52926474228254,full_day,1427,2.7,False,M,25,0.88
W00511,farming_harvesting,10,28.64095273340462,77.2336462092537,afternoon,419,2.8,True,F,56,0.97
W00512,welding,9,28.540953605085946,77.55679796985156,evening,1376,3.9,False,M,57,0.83
W00513,carpentry,23,28.745757607496838,77.20150445371851,afternoon,776,4.3,True,M,25,0.61
W00514,masonry,25,28.231825723921272,77.55706978857019,full_day,1147,2.6,False,M,18,0.86
W00515,welding,9,28.368317522178558,76.77683606341311,evening,1337,3.9,True,M,39,0.74
W00516,welding,18,28.729893342996487,76.73811738181146,afternoon,697,3.3,False,F,48,0.92
W00517,masonry,4,28.595395523120363,77.33620048770769,evening,1247,4.5,False,M,51,0.72
W00518,welding,21,28.429402841436694,77.24488547571539,afternoon,1482,4.2,False,M,27,0.71
W00519,farming_seeds,10,29.097518768865175,77.33551084761525,afternoon,1469,4.0,True,M,37,0.88
W00520,soil_preparation,22,28.145528215845655,77.12286956786214,full_day,786,3.4,False,M,51,0.72
W00521,farming_pruning,11,28.89884398323741,77.4867903914608,morning,1208,3.8,False,M,30,0.74
W00522,electrical,23,28.987779093852847,77.01935870891462,evening,593,4.4,True,M,31,0.89
W00523,electrical,12,28.82757739040263,77.2313448732185,morning,936,4.8,True,F,47,0.96
W00524,farming_pruning,16,28.880080184922996,77.45455472517372,morning,1482,4.4,True,F,30,0.68
W00525,farming_harvesting,17,28.4330497905015,77.15011562275234,morning,858,2.9,False,M,18,0.98
W00526,carpentry,16,28.21627529282702,77.25152871386945,evening,855,2.9,False,M,28,0.63
W00527,painting,28,28.452638892529734,77.15264763834124,afternoon,359,3.7,True,M,42,0.62
W00528,plumbing,12,28.292882993250174,77.30512136253175,full_day,1028,3.3,True,M,47,0.83
W00529,farming_pruning,26,28.916250498137543,77.40759940907564,morning,1233,3.3,False,F,32,0.98
W00530,farming_weeding,27,29.009600861639843,76.96705276567386,evening,1102,3.0,False,F,47,0.8
W00531,farming_pruning,15,28.226787057300218,77.18765208582015,afternoon,878,4.4,True,M,43,0.93
W00532,cleaning,3,28.439769728298113,77.35845141278897,evening,1391,3.7,False,M,57,0.7
W00533,farming_weeding,15,28.49771645877704,77.04971415817916,full_day,1191,3.9,False,M,29,0.87
W00534,farming_pruning,23,29.044763259076394,77.2831882908102,full_day,534,4.0,False,F,53,0.64
W00535,electrical,5,28.42193572353634,77.11479369716054,morning,1076,3.3,True,M,31,0.93
W00536,painting,28,28.868888511175907,77.5188393678679,afternoon,605,3.6,False,F,57,0.83
W00537,farming_thinning,6,28.795416787986646,77.02559771725339,evening,1190,4.3,False,M,55,0.6
W00538,carpentry,12,28.961536745330363,77.56150517945129,morning,1056,4.8,True,M,53,0.93
W00539,soil_preparation,3,28.975147839646112,77.57467963682998,afternoon,1184,4.3,False,F,42,0.76
W00540,plumbing,17,28.325116074693856,76.8824101062631,afternoon,685,3.9,False,F,27,0.72
W00541,masonry,4,28.248177448144578,76.78074599653773,morning,594,4.3,False,F,26,0.63
W00542,masonry,25,28.529755466277546,77.16502865437853,full_day,668,3.6,False,F,42,0.74
W00543,farming_weeding,13,28.718473257322835,77.28693850077806,afternoon,1327,3.2,False,M,20,0.83
W00544,welding,11,28.227064369614936,77.19053290869101,morning,590,4.3,False,F,51,0.63
W00545,painting,2,28.359131304112463,77.33966284911101,morning,1404,4.5,False,M,39,0.81
W00546,farming_seeds,15,28.567934771864586,77.61505508140648,evening,1162,3.4,False,F,28,0.61
W00547,painting,23,28.417970843212096,77.49402155515332,evening,425,4.1,True,M,60,1.0
W00548,cleaning,23,28.738217005480067,76.99581565437288,morning,559,3.8,False,F,26,0.85
W00549,farming_harvesting,27,28.37085572059008,77.4504291658368,afternoon,609,4.1,False,M,34,0.91
W00550,farming_thinning,15,28.294709190864655,77.23638885478687,morning,1002,5.0,True,M,49,0.9
W00551,plumbing,24,28.49706699294707,77.36966728860278,afternoon,731,3.9,False,M,59,0.71
W00552,farming_pruning,1,28.28150039675247,77.10774480274493,evening,1275,4.4,True,F,42,0.79
W00553,farming_weeding,16,28.984177735849727,76.72086304009551,full_day,1082,4.2,True,M,52,0.85
W00554,plumbing,19,29.03194201641728,77.56735567319834,evening,853,3.2,True,F,59,0.83
W00555,electrical,24,28.789191119136596,76.95079696838792,afternoon,1364,3.3,True,F,53,0.6
W00556,farming_seeds,26,28.18185195499034,77.12024876661374,morning,1213,3.4,False,F,30,0.61
W00557,painting,2,28.170781911594464,77.30313858247254,afternoon,549,4.3,True,M,56,0.65
W00558,masonry,24,29.013797215127244,77.27506880428791,afternoon,527,4.2,False,F,47,0.86
W00559,farming_pruning,20,28.567343765064294,77.704247373554,full_day,962,3.1,True,F,21,0.75
W00560,soil_preparation,1,28.372138605824155,77.521800863867,afternoon,1202,2.7,True,F,29,0.86
W00561,farming_pruning,4,28.654532156794573,77.14025357641567,morning,1204,4.3,True,M,22,0.63
W00562,welding,8,28.89113716531606,76.7277647931018,full_day,604,4.1,True,M,60,0.76
W00563,farming_weeding,22,28.443730869321655,77.10033036564768,morning,1355,4.3,False,F,45,0.76
W00564,welding,24,28.926175653968617,76.7790996856401,afternoon,306,3.5,False,M,54,0.81
W00565,soil_preparation,10,28.795735735610336,77.10961479848024,morning,1048,3.8,False,M,47,0.9
W00566,farming_harvesting,20,28.317020471362905,77.26347547167042,full_day,691,3.2,False,M,58,0.88
W00567,electrical,2,28.999114154666596,77.14698374932502,afternoon,586,2.6,True,M,49,0.76
W00568,cleaning,17,28.75730763768353,77.20868415151492,full_day,333,2.6,True,F,20,0.76
W00569,farming_thinning,25,28.767749934543048,77.23211963929512,afternoon,1486,3.1,True,M,27,0.8
W00570,farming_seeds,15,29.021078878173377,77.32737208305151,afternoon,567,2.5,True,F,24,0.78
W00571,farming_weeding,26,28.704942489289923,77.52680017776393,morning,533,3.7,True,M,30,0.77
W00572,cleaning,26,29.0960927527929,77.38739783729619,evening,547,4.9,True,F,31,0.91
W00573,painting,5,28.449403727668688,76.82974548955183,afternoon,1150,2.9,False,M,46,0.7
W00574,painting,1,28.247270877057076,77.50005229562049,full_day,623,2.5,False,M,18,0.6
W00575,farming_pruning,22,28.76565579185583,77.59591514196792,full_day,1274,4.2,True,M,58,0.71
W00576,electrical,13,28.353153758922886,76.88354893596872,morning,668,4.3,True,F,40,0.77
W00577,carpentry,7,28.30580286187461,77.6956035247609,morning,1041,4.7,True,F,58,0.86
W00578,farming_harvesting,1,28.307618993013197,77.50561297164275,full_day,1318,2.9,True,M,59,0.75
W00579,farming_thinning,13,28.365281779717616,77.32581935045982,full_day,388,2.8,True,M,28,0.91
W00580,electrical,16,28.22996508546218,77.6040791749008,full_day,1487,3.3,True,F,32,0.91
W00581,soil_preparation,7,28.211964133801448,77.44674786600915,afternoon,1069,4.7,True,F,55,0.79
W00582,plumbing,4,28.330065162085646,77.31843355005228,afternoon,1093,3.4,False,M,58,0.74
