job_id,required_skill,latitude,longitude,num_workers_needed,budget,duration_hours,job_date,job_time
J00319,welding,28.358293256267366,77.49530725491901,4,3486,4,2026-09-05,16:00
J00320,farming_harvesting,28.658352872276282,77.2461018309355,4,5017,7,2026-09-16,16:00
J00321,carpentry,28.77157229643773,77.06543147926037,5,5774,2,2026-09-12,10:00
J00322,cleaning,28.77584352836015,77.43143519478694,3,6918,9,2026-09-13,10:00
J00323,farming_weeding,28.506660278888017,77.0456093685961,3,6456,5,2026-09-06,12:00
J00324,farming_harvesting,28.676070134846793,77.46860874865862,2,2952,12,2026-09-13,14:00
J00325,plumbing,28.551684788635665,77.2008145185624,1,9657,2,2026-09-24,16:00
J00326,soil_preparation,28.323620761622703,77.17132414988721,1,9261,7,2026-09-14,16:00
J00327,electrical,28.483487853140304,77.1092515418874,1,2237,11,2026-09-12,08:00
J00328,carpentry,28.78225292627961,77.2280574623267,5,2437,11,2026-09-08,14:00
J00329,painting,28.70400439958997,77.02353247406441,1,8060,6,2026-09-15,14:00
J00330,electrical,28.847513471152816,77.50560980733754,2,6413,3,2026-09-13,10:00
J00331,masonry,28.659034261279448,77.18142824820153,4,1351,8,2026-09-04,16:00
J00332,farming_harvesting,28.317712373982474,77.40593358565843,1,1139,5,2026-09-18,12:00
J00333,plumbing,28.404196952093482,77.42234477911691,5,6351,10,2026-09-10,14:00
J00334,masonry,28.713141122008853,77.37095669690457,5,6810,11,2026-09-08,10:00
J00335,farming_thinning,28.777695200653152,77.0326865027628,2,2653,2,2026-09-04,16:00
J00336,painting,28.880596838340306,76.93267155304312,2,9848,7,2026-09-03,08:00
J00337,soil_preparation,28.836233630839004,77.46607930131303,2,4304,6,2026-09-03,10:00
J00338,plumbing,28.908502176268748,77.04878731007712,2,6821,2,2026-09-09,10:00
J00339,electrical,28.387766059634792,77.47780821753345,1,8273,5,2026-09-19,14:00
J00340,farming_seeds,28.581987432258785,77.14850692057001,2,7234,11,2026-09-22,08:00
J00341,farming_pruning,28.895446268649835,77.21302199885227,5,9462,3,2026-09-10,10:00
J00342,cleaning,28.439682782377414,77.47341745976705,5,6871,7,2026-09-15,14:00
J00343,farming_thinning,28.440096476750757,76.96347458684352,5,6895,9,2026-09-12,12:00
J00344,carpentry,28.381095415250496,77.18317224950856,1,7226,8,2026-09-24,14:00
J00345,farming_pruning,28.5267086597937,77.47643907023958,1,8113,12,2026-09-03,12:00
J00346,farming_thinning,28.913723938464585,76.95967088298693,4,8722,2,2026-09-03,12:00
J00347,welding,28.702315769773712,77.10296255930679,2,5079,4,2026-09-03,16:00
J00348,farming_seeds,28.39066898174862,77.00245498892764,4,1638,2,2026-09-02,16:00
J00349,cleaning,28.43979535802459,77.35290952882596,3,7089,11,2026-09-12,14:00
J00350,farming_weeding,28.565443489869327,77.01378248865736,5,3480,12,2026-09-13,10:00
J00351,soil_preparation,28.841346446977354,76.97463494557094,2,1491,9,2026-09-15,10:00
J00352,farming_harvesting,28.55609257813087,77.13291047288023,3,6260,2,2026-09-24,08:00
J00353,soil_preparation,28.33099813425908,77.1913013947944,2,7679,2,2026-09-16,16:00
J00354,plumbing,28.771401376860624,77.34251363029422,2,3591,3,2026-09-08,08:00
J00355,soil_preparation,28.85221321696654,76.96427433940717,1,2841,9,2026-09-14,14:00
J00356,plumbing,28.827584255919504,77.23103632044979,2,1011,6,2026-09-14,14:00
J00357,electrical,28.85362939507462,77.06311697236389,3,9847,7,2026-09-10,16:00
J00358,masonry,28.74368917552411,77.19567390715838,5,4215,4,2026-09-13,10:00
J00359,carpentry,28.391784567404304,77.4743734779772,2,2346,3,2026-09-01,14:00
J00360,farming_harvesting,28.84605075410164,76.97213692591986,2,5106,4,2026-09-15,12:00
J00361,soil_preparation,28.7401762813596,77.18628949785989,5,9518,10,2026-09-21,16:00
J00362,farming_harvesting,28.769836170665318,76.98802425823187,4,7140,12,2026-09-09,10:00
J00363,painting,28.755746196061185,77.41944905201,4,1786,5,2026-09-11,10:00
J00364,farming_seeds,28.39967267960294,76.92946842352471,2,3652,8,2026-09-17,12:00
J00365,farming_seeds,28.65715203961481,77.1993069161967,3,4076,12,2026-09-13,16:00
J00366,plumbing,28.58516246836498,77.03790171462235,5,5305,10,2026-09-16,14:00
J00367,farming_pruning,28.760876257619138,77.30227630297175,5,6527,7,2026-09-06,10:00
J00368,farming_harvesting,28.518489796693572,77.43218266699026,5,8476,12,2026-09-02,08:00
J00369,masonry,28.827628630583174,77.36696159439865,3,2034,7,2026-09-06,14:00
J00370,masonry,28.329148393854886,77.2349912720005,1,4721,9,2026-09-07,08:00
J00371,farming_pruning,28.644178861728438,77.08642805984452,3,6030,9,2026-09-04,14:00
J00372,carpentry,28.904487019650112,76.9587803463025,5,3991,8,2026-09-24,16:00
J00373,farming_thinning,28.398925054991302,77.3173446199679,1,4255,7,2026-09-13,16:00
J00374,painting,28.78186261587041,77.24672980210153,5,9602,2,2026-09-04,16:00
J00375,soil_preparation,28.637574322204696,77.32521684855445,5,3732,7,2026-09-02,10:00
J00376,farming_pruning,28.722138140489022,77.28994440386137,5,4707,4,2026-09-13,16:00
J00377,painting,28.568309446678885,77.03031767397414,1,7567,6,2026-09-10,14:00
J00378,carpentry,28.89710531884401,77.44524669675475,4,6274,4,2026-09-10,12:00
J00379,farming_seeds,28.358822290375812,77.33400463525545,3,4420,11,2026-09-18,16:00
J00380,farming_pruning,28.34943333620058,77.15522531744973,2,8879,4,2026-09-04,10:00
J00381,plumbing,28.785687709710494,77.29665077480232,4,4168,5,2026-09-19,12:00
J00382,farming_pruning,28.449683040359723,77.47843005148866,2,7577,3,2026-09-09,16:00
J00383,masonry,28.40500772105678,77.17502881316427,3,6365,2,2026-09-02,08:00
J00384,carpentry,28.50059635440815,76.97056732635942,5,8718,5,2026-09-12,14:00
J00385,farming_harvesting,28.807244221077255,77.23375568835249,5,8444,4,2026-09-15,08:00
J00386,cleaning,28.860203698658975,77.1138263141896,3,1671,8,2026-09-06,12:00
J00387,farming_pruning,28.690039002143706,77.16454634445151,2,8983,6,2026-09-08,10:00
J00388,carpentry,28.375730099322976,77.50756318413508,5,6940,5,2026-09-23,14:00
J00389,welding,28.891846651425112,77.16200447072083,1,5590,6,2026-09-13,12:00
J00390,masonry,28.6185941309966,77.16078721547267,3,6843,3,2026-09-11,08:00
J00391,farming_pruning,28.741757371297442,77.20032925529515,5,9109,5,2026-09-02,16:00
J00392,plumbing,28.713277092416977,76.97137927227007,4,7157,11,2026-09-21,16:00
J00393,masonry,28.54345233473525,77.2699973852685,5,2615,11,2026-09-05,08:00
J00394,farming_pruning,28.89393776116981,77.05216858959511,5,7911,8,2026-09-02,08:00
J00395,soil_preparation,28.702153084368124,77.17314705001816,4,9564,2,2026-09-23,14:00
J00396,cleaning,28.690771009518443,77.37557846316008,1,4539,11,2026-09-04,10:00
J00397,farming_seeds,28.692212764820233,77.10637734689774,3,7752,2,2026-09-01,14:00
J00398,farming_harvesting,28.529053359554865,77.31880701898359,3,5074,6,2026-09-14,14:00
J00399,cleaning,28.342579467698243,77.18392274358469,3,3631,5,2026-09-18,16:00
J00400,cleaning,28.831989742424838,77.29797214675791,4,6710,4,2026-09-16,14:00
J00401,farming_pruning,28.514157960044464,77.27884163614318,2,6186,6,2026-09-15,08:00
J00402,welding,28.368159490845137,77.15263915911135,5,9146,12,2026-09-20,10:00
J00403,cleaning,28.543517830524515,77.06780823518028,4,6744,7,2026-09-20,14:00
J00404,soil_preparation,28.766762507816633,77.48458500097041,3,1260,3,2026-09-01,10:00
J00405,painting,28.500216550860543,77.21267156729205,5,5853,10,2026-09-14,16:00
J00406,farming_weeding,28.552682739423833,77.326381652039,2,2529,3,2026-09-04,16:00
J00407,masonry,28.5566822538564,77.06702202736929,3,9729,7,2026-09-09,14:00
J00408,farming_weeding,28.8666549954589,76.97117561592911,3,2346,7,2026-09-01,10:00
J00409,electrical,28.80958042028296,77.05654215574855,2,5485,2,2026-09-14,14:00
J00410,farming_thinning,28.813848778875528,77.49895737680335,2,4700,9,2026-09-07,10:00
J00411,farming_weeding,28.321351012567252,77.05520812072422,1,8917,9,2026-09-05,14:00
J00412,carpentry,28.644635692374585,77.2498514210235,4,4048,10,2026-09-01,16:00
J00413,plumbing,28.6902530652618,77.44216248462652,4,5284,7,2026-09-02,12:00
J00414,plumbing,28.536037101133978,77.44903171589452,2,6245,10,2026-09-03,12:00
J00415,farming_pruning,28.88875465568244,76.98969568122176,2,9819,11,2026-09-03,10:00
J00416,farming_pruning,28.90250661499566,77.37953116553503,5,8794,10,2026-09-02,12:00
J00417,farming_pruning,28.7982521408422,77.27145495182793,3,4669,9,2026-09-19,12:00
J00418,painting,28.815868045770532,77.18514332267108,4,9145,11,2026-09-21,14:00
J00419,farming_pruning,28.88579840672518,77.0118047085797,5,8347,10,2026-09-17,08:00
J00420,soil_preparation,28.59987586840798,77.33278540850229,1,6806,3,2026-09-24,12:00
J00421,painting,28.46510724416085,77.44691736540688,1,9041,8,2026-09-08,10:00
J00422,plumbing,28.443022483708564,77.18026703400832,5,5991,7,2026-09-20,10:00
J00423,painting,28.79294980723248,77.21377295940937,4,3363,10,2026-09-18,16:00
J00424,soil_preparation,28.831540443176518,77.49153311340329,1,6871,11,2026-09-12,08:00
J00425,cleaning,28.90031230942762,77.27731027595831,5,7778,4,2026-09-03,10:00
J00426,farming_thinning,28.901769171507027,77.37324052160452,2,3969,2,2026-09-09,14:00
J00427,welding,28.385600057380454,76.96246343559397,4,7347,8,2026-09-07,14:00
J00428,welding,28.598544537293208,77.41735932646675,2,2570,6,2026-09-05,12:00
J00429,farming_weeding,28.738257770817107,77.43643871920712,4,2486,4,2026-09-14,12:00
J00430,plumbing,28.434264376425627,77.11972041087883,1,6565,9,2026-09-21,08:00
J00431,carpentry,28.468560695882445,77.43658075716866,1,1969,12,2026-09-22,12:00
J00432,farming_pruning,28.41500786706982,77.48715985374956,5,1206,2,2026-09-20,12:00
J00433,plumbing,28.497658331958892,77.38902290385282,5,7141,3,2026-09-13,10:00
J00434,farming_thinning,28.69578905546459,77.20792081401551,5,4577,7,2026-09-18,08:00
J00435,masonry,28.861468777894995,77.26883098316566,5,3898,9,2026-09-11,10:00
J00436,carpentry,28.403209852485485,77.40039726956982,1,1635,10,2026-09-17,08:00
J00437,cleaning,28.87444877927154,77.4700195068632,1,6718,12,2026-09-17,10:00
J00438,painting,28.624993308779832,77.44913836130375,4,4164,11,2026-09-07,10:00
J00439,painting,28.865899484020755,77.47169095743298,5,7370,9,2026-09-01,08:00
J00440,masonry,28.64657710685192,77.11200636550586,3,3316,5,2026-09-18,14:00
J00441,farming_thinning,28.790332375927054,76.93395423268522,1,8871,12,2026-09-11,16:00
J00442,farming_pruning,28.82256449558665,76.96357208453199,3,9639,11,2026-09-09,16:00
J00443,welding,28.633055409283966,77.14551094924029,5,4292,6,2026-09-23,12:00
J00444,farming_weeding,28.582642742077365,77.02782490944695,4,7623,8,2026-09-19,14:00
J00445,farming_pruning,28.60817920590565,77.20374364416742,3,8931,11,2026-09-07,14:00
J00446,farming_harvesting,28.61246876429448,77.38081597845587,3,1903,10,2026-09-24,08:00
J00447,farming_thinning,28.881967913156096,77.09327189838332,5,9893,4,2026-09-19,12:00
J00448,welding,28.342673618642802,76.92577786132935,3,7306,5,2026-09-19,12:00
J00449,carpentry,28.34536115313655,77.40423655332997,4,9329,10,2026-09-21,10:00
J00450,carpentry,28.536394354908765,77.32850986852372,2,2616,9,2026-09-12,10:00
J00451,farming_thinning,28.741346347416837,76.9527780889006,2,9114,5,2026-09-09,16:00
J00452,masonry,28.681710227046576,76.93614032942989,4,4375,3,2026-09-02,12:00
J00453,farming_seeds,28.856537478889766,77.30475651502746,3,3900,8,2026-09-19,10:00
J00454,soil_preparation,28.864450217201355,77.15017524047832,2,3321,11,2026-09-23,10:00
J00455,painting,28.71501968334698,77.43816687394163,4,6074,5,2026-09-12,12:00
J00456,plumbing,28.72806875426573,77.15853242163459,4,7178,6,2026-09-14,10:00
J00457,cleaning,28.606829894864973,77.26907777606144,4,1684,9,2026-09-22,10:00
J00458,masonry,28.727599623449034,76.9513146127355,1,2888,4,2026-09-05,14:00
J00459,farming_pruning,28.423915136913685,77.10542713889792,3,7524,6,2026-09-24,16:00
J00460,farming_harvesting,28.4847228954174,77.25106500021293,1,2956,8,2026-09-03,10:00
J00461,farming_pruning,28.64674999212528,77.20778032893296,2,9490,2,2026-09-12,14:00
J00462,electrical,28.379506336793632,77.04618704747274,4,4022,3,2026-09-15,08:00
J00463,farming_thinning,28.57546917787487,77.13154114048828,2,8242,11,2026-09-11,08:00
J00464,masonry,28.874069354842394,77.36907410872507,2,4447,7,2026-09-10,08:00
J00465,painting,28.322426684113992,77.00062631783491,3,3875,7,2026-09-24,14:00
J00466,farming_thinning,28.854837688846,76.94285689582517,4,3508,6,2026-09-04,16:00
J00467,farming_pruning,28.44904135860188,77.28532817712876,3,8190,2,2026-09-03,14:00
J00468,farming_pruning,28.81995338176687,77.26999603263388,3,3639,4,2026-09-22,16:00
J00469,soil_preparation,28.347927876457717,77.31985769712239,4,9487,10,2026-09-17,08:00
J00470,painting,28.74618947745226,77.34344761752844,3,7068,2,2026-09-16,10:00
J00471,farming_pruning,28.72448996424226,76.91254096463865,1,1957,8,2026-09-18,16:00
J00472,farming_pruning,28.82810180748933,77.36630575007925,1,9938,3,2026-09-11,08:00
J00473,masonry,28.808299043518954,77.1948569440419,5,7325,6,2026-09-02,16:00
J00474,plumbing,28.58370272491384,77.3578416443959,4,5096,7,2026-09-11,14:00
J00475,electrical,28.865555913436012,77.00088275093238,5,6900,5,2026-09-21,10:00
J00476,farming_harvesting,28.696155928505863,77.01361189581323,4,5214,4,2026-09-20,12:00
J00477,welding,28.32646227537276,77.39227028736408,2,1697,9,2026-09-12,14:00
J00478,welding,28.84178301501348,77.420010188879,4,3048,12,2026-09-14,12:00
J00479,farming_thinning,28.879028656055596,77.16168439300488,4,8546,9,2026-09-06,14:00
J00480,plumbing,28.59201029268903,77.11168079933232,4,3180,10,2026-09-08,10:00
J00481,farming_thinning,28.444075586250083,77.02357904533321,2,6954,9,2026-09-15,16:00
J00482,cleaning,28.789146982611157,77.13388998313546,3,4498,8,2026-09-07,10:00
J00483,electrical,28.37909010905696,77.30034246462131,3,7752,2,2026-09-02,10:00
J00484,farming_thinning,28.516509891675533,77.44295479242527,4,9478,8,2026-09-09,10:00
J00485,electrical,28.328201237586004,77.0328719689219,5,3823,6,2026-09-18,16:00
J00486,cleaning,28.407413409679705,77.15012589020313,2,3468,8,2026-09-04,12:00
J00487,electrical,28.461319088488953,77.35207940958689,4,6180,11,2026-09-21,16:00
J00488,carpentry,28.755090573400643,77.43454994241283,1,2070,3,2026-09-14,08:00
J00489,farming_seeds,28.866003073279185,77.43067824530343,3,2473,7,2026-09-03,12:00
J00490,farming_thinning,28.760050583702043,77.48377395033692,3,2081,7,2026-09-05,16:00
J00491,soil_preparation,28.663969112648882,77.4059527055917,4,6547,4,2026-09-16,12:00
J00492,farming_harvesting,28.374799693380307,77.24613253360903,2,3674,8,2026-09-01,08:00
J00493,carpentry,28.860038894341688,77.15480793451495,5,8693,6,2026-09-22,10:00
J00494,farming_pruning,28.7122214539829,76.99698777420454,4,2590,2,2026-09-03,10:00
J00495,plumbing,28.597587852528854,77.19512802700903,1,6937,9,2026-09-18,16:00
J00496,painting,28.42300019925535,77.44539282593067,4,6633,7,2026-09-20,08:00
J00497,soil_preparation,28.355233995061678,76.98996604030147,3,7449,4,2026-09-04,08:00
J00498,cleaning,28.89014863983201,77.02727909631241,3,5789,3,2026-09-18,12:00
J00499,painting,28.90404255016737,77.20584993780832,5,7844,4,2026-09-02,12:00
